Id,Type
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1527.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1528.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1529.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1530.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1531.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1532.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1533.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1534.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1535.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1536.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1537.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1538.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1539.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1540.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1541.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1542.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1543.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1544.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1545.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1546.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1547.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1548.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1549.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1550.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1551.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1552.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1553.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1554.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1555.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1556.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1557.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1558.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1559.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1560.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1561.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1562.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1563.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1564.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1565.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1566.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1567.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1568.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1569.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1570.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1571.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1572.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1573.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1574.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1575.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1576.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1577.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1578.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1579.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1580.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1581.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1582.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1583.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1584.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1585.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1586.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1587.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1588.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1589.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1590.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1591.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1592.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1593.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1594.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1595.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1596.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1597.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1598.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1599.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1600.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1601.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1602.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1603.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1604.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1605.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1606.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1607.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1608.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1609.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1610.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1611.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1612.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1613.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1614.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1615.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1616.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1617.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1618.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1619.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1620.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1621.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1622.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1623.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1624.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1625.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1626.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1627.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1628.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1629.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1630.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1631.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1632.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1633.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1634.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1635.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1636.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1637.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1638.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1639.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1640.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1641.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1642.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1643.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1644.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1645.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1646.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/1647.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/826.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/827.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/828.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/829.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/830.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/831.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/832.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/833.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/834.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/835.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/836.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/837.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/838.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/839.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/840.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/841.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/842.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/843.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/844.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/845.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/846.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/847.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/848.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/849.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/850.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/851.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/852.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/853.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/854.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/855.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/856.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/857.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/858.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/859.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/860.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/861.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/862.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/863.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/864.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/865.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/866.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/867.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/868.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/869.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/870.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/871.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/872.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/873.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/874.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/875.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/876.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/877.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/878.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/879.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/880.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/881.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/882.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/883.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/884.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/885.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/886.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/887.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/888.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/889.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/890.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/891.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/892.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/893.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/894.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/895.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/896.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/897.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/898.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/899.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/900.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/901.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/902.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/903.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/904.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/905.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/906.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/907.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/908.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/909.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/910.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/911.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/912.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/913.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/914.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/915.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/916.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/917.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/918.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/919.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/920.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/921.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/922.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/923.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/924.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/925.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/926.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/927.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/928.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/929.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/930.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/931.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/932.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/933.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/934.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/935.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/936.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/937.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/938.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/939.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/940.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/941.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/942.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/943.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/944.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/945.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/946.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/947.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/948.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/949.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/950.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/951.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/952.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/953.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/954.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/955.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/956.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/957.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/958.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/959.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/960.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/961.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/962.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/963.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/964.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/965.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/966.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/967.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/968.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/969.jpg,Meningioma
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Meningioma/970.jpg,Meningioma
